title,country,location,date,sector,contract_type,exp,study_level,job_description
Architecte Solutions,Maroc,Casablanca,07/09/2021,Banque / Finance,CDI,De 5 à 10 ans,Bac +5 et plus,"With Bac+5 training in computer science, you have more than 5 years of experience on problems of architecture SI with ideally a technical experience (Dev or Ops). Competences: If you are looking for new challenges, join us quickly and also participate in the writing of the Digital History of one of the largest African banks. Mastery of functional banking areas, Autonomous with know-how in the design and implementation of complex SI architecture, Ability to design robust architectures in short cycle, Ability to design modern, reliable and scalable solutions, Excellent relational and sense of communication in oral and written form."
Responsable HSE,Maroc,Casablanca,07/09/2021,Autres Industries,CDI,De 3 à 5 ans,Bac +5 et plus,"Academic training: Bac + 5 or more with HSE option. Technical Knowledge: Control of prevention methods and techniques Regulation and legal requirements in the field of HSE ISO14001 and ISO 45 001 standards Internal audit Safety and environmental management system Basic concept in (Electromechanical, Electrical, Mechanical, Chemistry) Occupational risk assessment Ergonomics of workplaces"
Consultant junior _ Expertise Comptable,Maroc,Casablanca,07/09/2021,Conseil / Etudes,CDI,De 1 à 3 ans,Bac +5 et plus,"You are a graduate of a Master's degree, a DSCG or the Expertise-Accountable/Audit course of a business school. You have a first experience of a year in a firm ideally You are fluent in English: it will be essential for you every day. If you have payroll and accounting software such as Sage You are curious about your professional environment and its transformations, especially digital ones. Flexibility and agility are skills that you master to optimize the relationship with customers and teams"
Développeur Frontend / Angular,Maroc,Casablanca,07/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"Holder of a baccalaureate+5 from a major engineering school or equivalent, you justify a probative experience in Front end and Angular: Mastery of the JavaScript language and the JQuery Framework, Mastery of HTML5 standards, CSS3, Experience on the JS Framework (AngularJS, React, Ember, Meteor), Mastery of a CSS framework (Bootstrap, Foundation), Awareness of the principles of web design and Mobile First responsive, Controlling the test and debugging on the most well-known browsers (IE, Chrome, Firefox, Safari). Good oral and written communication in French is essential."
Développeur PHP,Maroc,Casablanca,07/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Prerequisite: Language skills: Minimum 5 years experience in PHP design and development. Technical environment: PHP (Symfony); Version management system: github, SVN; MVC architecture mastery Working environment: Docker, DevOps, Cloud; Skills Javascript, Drupal 8 are a plus. French: Current. English: Operational (ability to write technical documents in English)"
Responsable Régional des Ventes (H/F),Maroc,Tanger,07/09/2021,Autres Industries,CDI,De 5 à 10 ans,Bac +4,"From Bac+4 training minimum, you justify a minimum experience of 5 years in a similar position, ideally in the agro-industry or distribution companies sector. Know how: Animation and development of a commercial team (performance management), Definition of the commercial objectives of the retail channel (definition, means, action plan...) Knowledge: High-level business and negotiation techniques, Management Qualities required: Leadership, Communication, Team Animation, Initiative, Lead and support the business team, Promote the image and reputation of the company, Participate in the negotiation on certain strategic accounts, Be attentive to market developments and competitive offers in order to constantly adapt the company's offers."
Chargé(e) de l'administration du personnel et de la Paie,Maroc,Casablanca,07/09/2021,Autres Industries,CDI,De 3 à 5 ans,Bac +4,"You have a minimum BAC+4 degree in Human Resources, and you have an experience between 3 and 5 years in a similar position.   Good editorial capacity   Perfect management of Office tools: Excel and Power Point   The management of the AGIR tool is desirable"
Ingénieur Etudes et Développement PHP Sénior,Maroc,Casablanca,07/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"You are a Bac+4 or 5 computer training, you have at least 6 years experience on projects in PHP, you have a good knowledge of symfony, and a confirmed experience on TMA projects? This post is for you! Your ability to solve problems, your initiative, your autonomy, and your flexibility will accompany you to succeed and evolve, over time, within an ambitious project. Joining us is the opportunity to integrate a learning, collaborative organization, a resilient and agile company in the face of events. Our large international group, is able to offer you a real career opportunity and long-term evolution. Atos is ranked number 1 in the index ""Forbes CAC 40 Digital Index"". #JoinAtosTeam #Staysafe"
Développeur  Android,Maroc,Casablanca,07/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"Engineer in computer training (or equivalent), you justify a minimum experience of 3 years on Development ANDROID. Technical expertise required: A good experience in implementing complex Android projects in Agile mode A good mastery of the following technologies: Android, SVN, GIT A knowledge of language.NET and Jenkins tools, Appium, Sonar is a plus A mastery of the digital world. Abilities Personal Suitability Requirements: Good spirit of analysis and synthesis Relationship relationship."
Ingénieur Développement Java Senior (H/F),Maroc,Casablanca,07/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Let's talk about your profile! What we can bring you after? >> Joining Atos is joining a major international group, able to offer you a real career opportunity with a long-term vision. At Atos, we want our employees to feel valued, appreciated and free to be themselves at work. Our HR processes are designed to prevent discrimination against identity or sexual orientation, religion, ethnic origin, age, neurodiversity, disability, citizenship or any other aspect that makes our collaborators unique. All over the world, we have created several programs to support Atos' inclusive culture, and we are working to ensure that all our employees have an equal chance to feel that they are exactly where they should be. #JoinAtosTeam Engineering training or Bac +5, you have more than 8 years of experience on Java JEE projects in Agile mode You master the technical environment : Java JEE, JEE Framework : Spring, Hibernate, JPA, Database : MySQL, Oracle, Framework Front : Angular or Vue.JS, UNIX Maven System,GIT, NoSql : MongoDB,Methodology project (Agile...) You have good communication in French, you are autonomous, organized and rigorous You're passionate about new technologies. You can quickly move to positions of technical expertise, project management or management of technical teams. You will also be able to benefit from internal mobility at national and international level. It's up to you to prove yourself!"
Consultant(e)s SAP SD/MM,Maroc,CASABLANCA,07/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"Bac+5 training, you have a minimum of 3 years' experience on a job of the same size and have acquired expertise on SAP MM modules (stock management, purchases, etc.) and SD modules (sales flows, pricing, etc.); You have an operational level of English (international context) in view of the international dimension and scope of the Group's projects; You are also known for your editorial qualities, your ability to synthesize and your good communication; You have a good sense of customer service and are adaptable to all types of work environments; You are self-sufficient and have demonstrated your ability to work as a team. If you are a functional SAP consultant around the logistics trades and want to take on new challenges... join us!"
Acheteur international  H/F,Maroc,casablanca,07/09/2021,BTP / Génie Civil,CDI,De 1 à 3 ans,Bac +5 et plus,"As an English-speaking international buyer H F, you must dispose of:  o Graduated from a major engineering or business school o A minimum of 2 years of experience in a similar position o Mastering technical English reading, writing and speaking. o Mastering computer science and digital tools. o Mastering communication tools. o Be able to adapt to changes in regulations. o Be able to work as a team. o Be a true negotiator. If you find it in this ad, don't hesitate to apply!"
Financial Planning and Analysis Manager Morocco,Maroc,Casablanca,07/09/2021,Centre d'appel,CDI,De 5 à 10 ans,Bac +5 et plus,"  Master in Finance or equivalent, business management   5 10 years of experience is typical and necessary, including a strong management team experience.   Demonstrated analytical and financial modelling skills with ability to prepare materials and presentations that communicate understanding data and analyses.   Demonstrated in budget planning, expense monitoring, cash flow and financial management operations   Strong attention to detail and commitment to right guidelines   Strong organization, ability to prioritize workload and build an organization operational oriented è FP&A country should be a business partner for operational   Ability to support planning and executive strategic plans as defined by leadership.   Perfectly bilingual (French English)"
Consultants SAP FI-CO H/F,Maroc,CASABLANCA,07/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"You are a graduate of a School of Commerce or Engineering or in Financial Management Information Systems; You benefit from 3 years of minimum experience in Consulting, Integration and deployment of SAP projects; You control the setting of one or more SAP modules: FI, CO; You have a relational ease and a sense of listening that allows you to evolve effectively in a variety of environments; A professional English language is needed to evolve in international environments;. Technical or functional knowledge of other SAP products will be added to your application; If you are a functional SAP consultant around the Finance and/or Management Control trades and want to take on new challenges... join us!"
Web Designer,Maroc,Casablanca,07/09/2021,Communication / Evénementiel,CDI,De 3 à 5 ans,Bac +3,"Art training obtained in art schools or in schools specializing in communication, design and multimedia, or even at universities. You ideally justify a first experience of 3 years in the same function,   You are Polyvalent, and therefore you have both artistic and technical skills,   You master various graphic software : Photoshop, Illustrator, Flash, Dreamweaver... Concepts in the handling of integration tools (XML, JavaScript) are an asset,   You are autonomous and you respect your commitments in terms of deadlines,"
Chef d'équipe Réception,Maroc,Casablanca,07/09/2021,Transport / Messagerie / Logistique,CDI,De 3 à 5 ans,Bac +3,"You have a BAC+3 at least in Logistics, You ideally justify a first experience of 3 years on a position related to reception in a business world, your professional experiences allowed you to develop the following skills:   Good knowledge of the functioning of the supply chain, safety standards, labour law, and social relations,   Good mastery of inventory management tools and software,   Ability to manage a team,   Anticipation capacity,   You are rigorous, organized with a very developed sense of detail,"
Chef d'équipe Expédition,Maroc,Casablanca,07/09/2021,Transport / Messagerie / Logistique,CDI,De 3 à 5 ans,Bac +3,"You have a minimum BAC+3 in Logistics and Transport, You ideally justify a first 3 year experience on a position related to logistics, you have developed the following skills:   Good knowledge of the functioning of the supply chain, safety standards, labour law, and social relations,   Good control of the transport environment: language, codes, methods, procedures, standards and regulations in force,   Being able to prepare and follow a shipping schedule, a scheduling file, anticipating needs,   Being able to design and optimize a distribution network,   Mastering specialized technical or office tools,"
Manager de Rayon Textile - Expérience Exigée en Distribution ou Prêt-à-Porter,Maroc,Agadir,07/09/2021,Distribution,CDI,De 3 à 5 ans,Bac +3,"From Bac +3 minimum training in Business Management, you justify an experience of 3 years or more in the Ready to wear in which you have developed the following skills: Autonomy & responsiveness, sense of service and relational, ability to analyze and synthesis; are the key assets and factors for the success of this position. ""Label'vie is committed to preventing all forms of discrimination, including discrimination based on sex or family status and responsibilities. Label'vie is committed to promoting equal opportunities for men and women in access to employment and training, working conditions, remuneration, career development and access to positions of responsibility."" Techniques of merchandising, negotiation, and team animation, Ability to prepare proposals to improve results, Reading dashboards and follow-up indicators."
Cadre Chargé des Projets Développement Durable,Maroc,Zenata,07/09/2021,BTP / Génie Civil,CDI,De 1 à 3 ans,Bac +5 et plus,"Senior executive with a master's degree, diplomas in engineering, MST... in the field of occupational health and safety or environmental management, Minimum 2 years in the monitoring of construction sites and or in the management of projects."
Chargé de Formation (H/F),Maroc,Casablanca,07/09/2021,Conseil / Etudes,CDI,De 1 à 3 ans,Bac +5 et plus,"Graduated from a Bac+5 in human resources specialized in training, business management or similar, you justify an experience in the field of vocational training in a training firm or in a multinational company. You have relational ease, adaptability, flexibility and are versatile. You show rigor, punctuality, timeliness and team spirit. You master office tools: Power Point, Word and Excel (advanced functions) and have an aptitude for digital tools. You have mastered French both orally and in writing. You have good knowledge in English, both oral and written, allowing you to interact with support teams internationally."
Agent Technico-commercial Département Carrelage,Maroc,Casablanca,07/09/2021,Distribution,CDI,De 3 à 5 ans,Bac +4,"The competencies required for the position are: Graduated from a business school Experience in the field of BTP Good presentation Mastering the products : tiles of earthenware Sense of organization and planning A sense of responsibility Availability Communication Working relationship Decision-making problem-solving Rigueur, serious....."
Conseiller clientèle parfaitement francophone - Réception d'appels - TEMPS PARTIEL,Maroc,Casablanca,07/09/2021,Centre d'appel,CDI,Débutant,Bac,"To be a customer advisor you must have: Experience in a similar position is an asset, but young graduates are accepted. Good luck! An excellent mastery of the French language; A good ability to communicate orally as well as in writing; A sense of listening and sharp service; A baccalaureate level training or more, Energy, enthusiasm, and a lot of dynamism."
Conseiller clientèle Francophone en réception d'appels,Maroc,Casablanca,07/09/2021,Centre d'appel,CDI,Débutant,Bac,"To be a customer advisor you must have: An excellent mastery of the French language; A good ability to communicate orally as well as in writing; A sense of listening and sharp service; A baccalaureate level training or more, Energy, enthusiasm, and a lot of dynamism. Experience in a similar position is an asset, but young graduates are accepted."
Run/Support Manager,Maroc,Casablanca,06/09/2021,Distribution,CDI,De 3 à 5 ans,Bac +5 et plus,"  You are a graduate of an engineering school, you justify a minimum of 3 years' experience in a similar position, you are rigorous and autonomous,   you are the guarantor and operational reference of an activity in full development,   You are adapting and have a strong customer sense to deal with situations under pressure."
Support Vendeurs,Maroc,Casablanca,06/09/2021,Centre d'appel,CDI,De 3 à 5 ans,Bac +3,"  From a training course in Commerce or Customer Service, with an initial experience of at least 3 years in customer service,   You are versatile, efficient and have a good relational, able to adapt to changes and quickly integrate into a team,   You are synthetic, organized and rigorous,   The mastery of office automation tools is essential and in particular Excel, as well as the mastery of English which will be a plus,"
E-Merchandiser,Maroc,Casablanca,06/09/2021,Distribution,CDI,De 3 à 5 ans,Bac +3,"  You have a BAC+3 at least on sale or in commerce, You ideally justify a first experience of 3 years on a job related to purchases or a position in e merchandising, your organizational sense as well as your good relational will allow you to integrate into a dynamic and evolving environment in high autonomy,   You have a strong listening spirit and a good team spirit,   The mastery of office tools is essential and in particular Excel, with a good knowledge of the WEB."
Ingénieur Informaticien Etudes & Développement confirmé,Maroc,CASABLANCA,06/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"From Bac+5 training, you justify a minimum of 3 years' experience and must have mastered the French language and the following technologies: Visual Studio 201x Suite and.NET Framework C#, C C++, PHP, Android,... SQL Server, MySQL, Oracle,... Microsoft Office (Word, Excel, Powerpoint,....)"
Manager Transport International,Maroc,Casablanca,06/09/2021,Transport / Messagerie / Logistique,CDI,De 5 à 10 ans,Bac +5 et plus,"A graduate of a higher education school in Transport and Logistics, you justify a successful experience of at least 4 years as a Transport Manager International in a structured company, preferably industrial or operating in logistics. You are an experienced manager with a true sense of contact and overall performance, and you have a developed sense of customer relationship in an internationally oriented logistics world,   Proficiency in English is a plus."
English-Speaking Customer Advisers,Maroc,Casablanca,06/09/2021,Centre d'appel,CDI,Moins de 1 an,Bac +2,"Fluency in English in formal speaking and writing Demonstrate experience of customer service in a call center environment, preferably in a project very focused on customer satisfaction A mastery of customer relationship management techniques (CRM) Relational ease Lots of calm and self control Know how to demonstrate a high level of empathy and understanding of the discourse and the need of the interlocutor. Like all positions in our company, this position is open to people with disabilities as well."
Ingénieur Développeur Java/JEE - Casablanca,Maroc,Casablanca,06/09/2021,Informatique,CDI,De 1 à 3 ans,Bac +3,"2 to 3 years minimum experience Mastering the mandatory SQL language (ORACLE, SQL Server) Mastery of the framework Spring (IOC, MVC, BATCH, SECURITY...) Knowledge in JAVA JEE. Frameworks : Struts 2, Spring, Hibernate and JQUERY Knowledge of tools MAVEN, SeleniumRC, JENKINS, SONAR, SVN... is a plus. Very good mastery of French and English Like all positions in our company, this position is open to people with disabilities or reduced mobility"
"Technicien d’installation et câblage Réseau, Contrôle d'accès et Vidéosurveillance",Maroc,Casablanca,06/09/2021,Electricité,CDI,De 1 à 3 ans,Bac +2,"Technical training of BAC+2, with minimal experience as an installation technician and computer wiring."
Responsable Département Contrôle de Gestion,Maroc,Casablanca,06/09/2021,Distribution,CDI,De 5 à 10 ans,Bac +5 et plus,"From a graduate training school in Management Control, you justify a successful experience of at least 5 years as an Operational Management Controller in a structured, preferably industrial or retail company, during your career you were able to develop the following skills:   You are proactive and powerful.   You have the spirit of analysis and synthesis.   You have good communication skills.   You're rigorous and organized."
Responsable Grands Comptes (KAM),Maroc,Casablanca,06/09/2021,Internet / Multimédia,CDI,De 3 à 5 ans,Bac +5 et plus,"  You are a graduate of a higher education, and you justify a successful experience of 3 to 5 years as Chief Accountants (KAM), preferably in the retail sector.   You have excellent interpersonal skills with the ability to develop and maintain strong relationships with all stakeholders,   You have a passion for sales and trade negotiations,   You are persuasive and have high quality oral and written,   You have a good spirit of synthesis."
Chef de projet bancaire Moyens de paiement,Maroc,Casablanca,06/09/2021,Banque / Finance,Freelance,De 5 à 10 ans,Bac +5 et plus,"Project manager with functional activity mastery Means of payment Interbank levies ACCOUNTS   Project management (V-cycle or cascade), including budget management   Mastery of the banking sector Means of payment Drawdowns. Under Amplitude   Strong autonomy   Ability to adapt and work in a difficult and multicultural environment   High capacity for organisation, synthesis, analysis, proposal strength and editorial quality"
Manager Data Science,Maroc,CASABLANCA,20/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"With advanced training in statistics, you have at least 5 years of experience as a manager on digital and media issues. You master standard statistical methods and their operational applications on a Big Data environment, as well as one of the main statistical software on the market: Spark, R, SAS, Python (especially Python) To support our growing activity, we are looking for people who are organized, engaged, curious and motivated to work as a team. Adaptability, listening, sharing and proactivity are valuable soft skills for this position."
Développeur Front end (Angular),Maroc,Casablanca,06/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"With Bac+5 training in Computer Engineering, you justify a 4-year experience in the development of Front end on Angular. Competencies required: Architecture and Cloud computing principle Mastery of : Angular 8+, Java/JEE, SpringBoot, SpringSecurity, SpringData, SpringBatch, Hibernate, Appache/Tomcat, SQL/PLSQL, Oracle, API Rest JSON, Junit/Mockito, Maven, Git, SonarQube Ability to interact with interlocutors from different trades Willing to quickly develop new skills and share them"
Sales Manager Anglophone - H/F,Maroc,Casablanca,06/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"Higher education baccalaureate+5 in Commerce or Engineering. You justify an experience of 8 years or more (mandatoryly) in a similar function. You have a very good relationship, effective management of the customer relationship, and a good sense of negotiation. You have a good spirit of synthesis, a strong commercial fiber, and a good knowledge of the market The mastery of English in writing and oral is mandatory."
Data Scientist Junior,Maroc,Casablanca,06/09/2021,Banque / Finance,CDI,De 1 à 3 ans,Bac +5 et plus,"Graduated from a BAC+5 in a decision-making discipline, Big Data, Data Science or Statistics with first experience in the development and application of predictive models is a plus, the ideal candidate must have the following technical and behavioural skills: Technical expertise:   Have a good knowledge of statistical tools and data mining (e.g. SAS, SPSS, Knime, Alteryx).   Have an advanced programming mastery in Python, R or C++.   Have relational data experience (SQL Server) and NoSQL (MongoDB)   Have knowledge in handling multiple data platforms and data visualization tools (e.g. Power BI, Tableau). Behavioural skills:   To be able to communicate and present technical concepts in a simple and efficient way.   To be able to work independently and to balance requests and guidelines.   To be able to work as a team and make themselves available to employees.   Demonstrate intellectual curiosity, with excellent problem-solving skills."
Chef de Projet Senior,Maroc,Casablanca,06/09/2021,Banque / Finance,CDI,De 5 à 10 ans,Bac +5 et plus,The appropriate candidate must have: Good ability to work as a team A taste of human contacts and a sense of diplomacy Strong analytical and problem-solving capacity A spirit of synthesis developed
Responsable de L'entité Solution & Digital,Maroc,Casablanca,06/09/2021,Banque / Finance,CDI,De 10 à 20 ans,Bac +5 et plus,"The appropriate candidate for the position must meet the following qualifications: Know how: · Pilotage and management of several projects · Definition and monitoring of an estimated budget · Hosting meetings or steering committees · Piloting responses to invitations to tender · Client relationship management at the right decision-making level · Support of the relationship with suppliers · Stress management · Understanding of the issues related to the specifications · Ability to delegate Knowledge of the profession · Design and development methods, tools and standards · Information system architecture and functions · Quality approach and industrial strategy · Risk management · Have digital expertise to meet digital transformation needs Personal suitability · Active listening and negotiation · Customer orientation · Team animation · Communication · Initiative"
Ingénieur Fonctionnel H/F - Casablanca,Maroc,Casablanca,06/09/2021,Informatique,CDI,De 1 à 3 ans,Bac +3,"From Bac+5 training in software engineering, you justify from 4 to 5 years of minimum experience in a similar position Mastering the desired SQL language (ORACLE, SQL Server) Writing capacity in French required Very good command of the French language. Strongly desired English"
EXPERT Java/JEE (H/F),Maroc,Casablanca,06/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"You need a Bac + 5 (Engineering or University) course and have a 5-year experience on WEB solutions. You have good knowledge of basic technologies (Java JEE, JSF, Spring, Hibernate, Spring Security, Maven, Tomcat, MySQL, SQL Server, SVN GIT ), and you know how to work effectively on several projects at the same time. You are pro-active, autonomous, methodical and rigorous while combining listening, synthesis and responsiveness, with real editorial and relational capabilities, you want to invest in projects with high added value and participate in our growth."
Consultant eGov,Maroc,Rabat,06/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"With equivalent engineering or academic training, you have a good knowledge of public policies and institutional actors and a solid experience in project management and customer relationship; you have a good knowledge of ITN solutions for operators and governments and standards such as PMI, TOGAF, COBIT and ITIL; you have at least 5 years of solid experience in the public sector (department, large community or major public institution) in positions of responsibility related to information and communication technologies; you have more than 5 years of experience in consulting, IT and AMOA positions in an SSII, a consulting firm or a telecommunications operator; You ideally have an international experience especially in Europe, Africa and the Middle East. you have participated in more than five major projects in the field of Electronic Administration; you have significant experience in pre-sale ITN projects and develop partnerships etc; you are passionate about new technologies, you like to meet the challenges and contribute to major ITN projects in France or internationally; you have the sense of collective and you like to work as a team, you are curious to adapt, rigorous, and you have the will to co-build quality services with our customers; you have strong adaptability to a wide variety of environments; you are actively monitoring your field of competence, you are autonomous, dynamic, voluntary, equipped with anticipation and an excellent relational; you have energy to resell, you like to work in multicultural environments, and are available to do, if necessary, business trips abroad. You have great qualities of conceptualization and writing; The international environment in which Sofrecom operates implies the perfect mastery of French and English both in writing and oral. The mastery of a language practiced in a country where Sofrecom intervenes would be a plus; you have an oral ease, an ability to host meetings with technicians and elected officials and an experience in team management. You share our values: audacity, listening, sharing, efficiency and agility. Sofrecom is committed to respecting anti-discrimination and equal opportunities laws. Only your professional skills, your ability to fill the proposed job and your motivation are of great interest. More offer Evolute within a multidisciplinary and multicultural team International missions Possibility to move to a position of manager or manager"
Chargé(e) Marketing SAV et PDR,Maroc,Casablanca,06/09/2021,Automobile / Motos / Cycles,CDI,De 1 à 3 ans,Bac +5 et plus,Bac+5 in marketing with proven experience in the automotive sector and spare parts; Have 2 to 3 years of experience in a similar position; Good level in both French and English; Mastering computer tools.
Stagiaire Digital (F/H),Maroc,Rabat,06/09/2021,Audiovisuel,Stage,Débutant,Bac +3,Level of education min. required: Bac+3 +5 in marketing and digital communication or journalism and media Level of experience min. required: Beginner Profile required: Passion for music and media Knowledge in digital marketing and CM Excellent editorial capacity (Arabic and French) Creativity and strength of proposal Excellent social skills
Ingénieur Etudes Et Développement MOBILE HYBRIDE (H/F),Maroc,Casablanca,06/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"With Bac + 5 training in Computer Engineering, you justify a solid experience of 3 years and more in the development of Hybrid mobile software in an Agile environment. You have a spirit of analysis, a sense of service, a great ability to adapt and leadership. Competencies required: Mastery of one or more development languages Control of operating systems Mastery of specification and design methods Mastery of programming techniques Mastering database concepts and data modelling techniques Your area of expertise covers the following technologies: Knowledge of Java language 8 JEE and Angular 7 EJB, Docker, Git, kotlin, Scrum, JPA Associated framework of the type Struts, Spring, Hibernate, Maven Mastery of HTML5, CSS3 standards Mastery of a CSS Framework (Bootstrap, Foundation) Don't wait and join our teams! Our positioning has been the same since the beginning. Our customers are loyal and entrust us with exciting projects. We innovate all the time. We take care of your future, our home made managers will train you on our project methodologies and new technologies."
Cadre comptable,Maroc,Rabat,06/09/2021,Autres services,CDI,De 1 à 3 ans,Bac +5 et plus,Competences: The mastery of general and analytical accounting The mastery of information systems The mastery of office automation tools Masters the company's internal financial and administrative circuits Knowledge of the rules relating to social and tax legislation
Assistante de Direction - Multinationale,Maroc,Casablanca,06/09/2021,Agriculture / Environnement ,CDI,De 3 à 5 ans,Bac +4,"Profile sought:
		- Bac+4/5, business school or university.
		- An experience of at least 4 years, in a similar position.
		- Mastery of oral and written communication techniques (mandatory French and desirable English).
		- General knowledge of administrative and secretarial management techniques.
		- Mastery of Word, Excel, PPT, and messaging tools. Operational competencies:
		- Very good writing and speaking skills.
		- Rigor, sense of organization and autonomy of work.
		- Sense of priorities
		- Sense of organization
- Ability to take initiatives
		- Ability to report on its activity in a spontaneous and synthetic way
		- Ability to adapt to changes, to cope with emergencies
		- Know how to manage your business in a schedule and management framework To be:
		- Discretion
		- Very good relationshipal sense.
		- Calm down.
- Autonomous
		- Greeting
- Anticipation capacity
- Proposal force
		- Sense of listening"
Safety Recall Crisis,Maroc,casablanca,06/09/2021,Automobile / Motos / Cycles,CDI,De 5 à 10 ans,Bac +5 et plus,"From engineering training, you have at least 5 years' experience in the automotive sector, oriented to quality crisis management, Your relational qualities and your sense of organization will be all the assets that will allow you to succeed in this position and to evolve within our Group. Passionate about automobiles, you are eager to meet new challenges and want to discover a profession and above all to evolve in a stimulating environment."
Ingénieur étude et développement JAVA Senior (Full Remote),Maroc,Casablanca,05/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Essential criteria: Technical Skills: Holder of a BAC+5 in computer science with significant experience in a similar position. 5 years minimum experience in a similar position. Java, JSP, Servelet, Spring, WebService : REST, Hibernate, MAVEN, GIT, IDE, JEST, JUnit, React and/or Angular, javascript"
Consultant Senior ServiceNow (H/F),Maroc,Casablanca,05/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Profile sought:   Of higher education type engineering school or equivalent university degree   You are fluent in written and spoken English.   You have significant experience integrating the ServiceNow solution (2 to 3 years) or another ITSM tool (HP, BMC Remedy, CA, Easyvista, isilog, FreshDesk, etc.)   You have a significant experience in integrating technical solutions, ideally in SaaS. Qualifications required:   Customer service: listening and dialogue qualities   Good writing and synthesis capacity   Ability to work as a team   Autonomy and pragmatism"
IT User Administration et Access Management,Maroc,Casablanca,05/09/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"You are a graduate of a Bac+5 and you benefit from at least 3 years of experience as an IT User Administration and Access Management, interested in joining a strong group and large-scale projects, this position is for you, apply and join us."
"PhD Position in Integrated Management of Drought in Morocco: Occurrence, Impacts and Adaptation",Maroc,BENGUERIR,05/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: The candidate should have: Skills: The candidate should have strong skills in data collection, analysis, and reporting writing. Programming skills and use various analysis tools such as R, Python, MATLAB, GrADS, and CDO is vital. A masters degree in any of the following areas: Meteorology, Civil Engineering, Geography, Environment, Hydrology or Water Resources Management. Fieldwork experience and handling household, remote sense and climate data Good interpersonal and communication skills. Team player Evidence of publishing peer reviewed papers will be an added advantage."
PhD position in water resources management,Maroc,BENGUERIR,05/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: The potential application must hold a higher university degree (Engineering, MSc or equivalent) in a relevant field (Agricultural engineering, Applied Economics, or Water Resources Management and Policy), and the ability to complete the doctoral studies within the target timeframe of four years. Candidates with backgrounds in one of the developed fields with a previous subject industry executive experience are particularly encouraged to apply. Skills: Ideal candidate should be strongly self motivated, keep to innovative, can work well in an interdisciplinary research environment, and with serious work ethics. He she should be able to deliver outputs (scientific publications, presentations, and the dissertation) in the targeted timeframes, and according to the international standards of excellence. The skill set sought in an ideal applies include: Solid acquaintance with water and groundwater management Experience with economic experiments and/or survey questionnaire studies Knowledge of data management and statistical analysis. English and French language teaching Good writing skills"
MANDARIN Language Instructor 1,Maroc,BENGUERIR,05/09/2021,Autres services,CDI,Moins de 1 an,Bac +5 et plus,"A Mandarin teacher must demonstrate professional values and needs at all times, effectively communicating with all stakeholders, contributing to the widther curriculum and professional networks, participating in continuous professional development and being a self reflective practitioner"
ENGLISH Language Instructor 1,Maroc,BENGUERIR,05/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +5 et plus,Requirements Previous experience as an English teacherKnowledge of various teaching methodsDeep understanding of the national curriculum and English language requirementsExceptional organizational and communication skillsA patient and dependant personalityDedication to students and educationStrong organizational abilitiesHaving a sense of responsibility Ability to maintain high level of confidentiality.Experience with Microsoft Office and computer facilitiesExcellent interpersonal skillsGreat attention to detail Works efficiently under very tight guidelines
PhD on Assessing the agricultural water use dynamic in semi-arid region through remote sensing,Maroc,BENGUERIR,05/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: Candidates should have a Master or engineering degree in physics, environmental geomatics, earth sciences, water management, or related disciplines. Skills: Previous experience with remote sensing techniques and eco hydrological modelling is required, Experience with field activities and practical water resources applications, Good skills in agro metalological, hydrological data processing and use, Programming skills (e.g. python, Matlab or R), GIS techniques and mathematical modelling, Excellent writing and oral English language skills are important, Ability to work independently as well as collaboratively in an international and interdisciplinary team across institutes."
French  Language Instructor 1 1 1,Maroc,BENGUERIR,05/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +5 et plus,"A french teacher must demonstrate professional values and needs at all times, communicative effectively with all stakeholders, contribute to the widther curriculum and professional networks, participate in continuous professional development and be a self reflective practicer"
